srcIP,dstIP,protocol,sPort,dPort
457,656,17,20,53
223,794,6,20,21
161,524,17,22,21
714,396,1,20,53
774,23,6,80,22
681,447,17,53,22
521,202,1,53,53
21,435,6,23,23
856,72,6,80,68
175,62,6,68,80
722,920,17,53,80
528,909,6,53,79
428,3,17,25,53
425,407,6,68,53
772,17,6,22,68
603,344,89,53,20
427,76,17,80,53
636,149,1,80,23
278,390,1,53,80
636,413,6,25,23
179,867,6,25,80
212,663,6,20,53
696,114,17,20,79
784,158,17,23,53
219,822,17,23,80
23,328,6,80,80
678,758,6,20,20
629,198,6,20,53
282,307,17,20,22
938,997,17,21,53
77,96,6,53,53
328,241,1,23,20
142,912,6,53,53
291,253,1,53,53
20,744,6,53,20
238,196,6,25,80
750,175,6,53,53
159,144,6,21,22
81,782,6,79,22
689,291,6,20,22
20,850,1,53,23
239,267,17,20,53
295,836,17,80,22
364,800,17,79,68
873,354,6,22,68
800,336,17,25,25
693,934,1,22,80
340,309,6,21,22
539,147,17,80,22
49,860,6,20,25
43,667,6,21,25
830,266,6,53,80
939,753,6,68,21
361,989,17,25,79
444,542,17,68,79
395,204,17,23,23
819,72,6,20,80
770,746,1,22,53
824,410,6,25,25
116,179,17,80,25
644,934,1,53,80
969,814,6,80,53
451,639,17,23,80
471,943,17,20,21
574,445,17,22,23
551,587,6,21,79
352,978,17,80,68
264,620,6,20,53
589,873,17,80,25
796,225,17,80,53
86,4,6,80,23
626,283,6,23,80
862,236,6,68,21
440,267,17,22,53
593,498,6,25,80
265,280,6,80,79
686,675,17,53,53
351,64,17,53,80
158,377,89,20,79
525,227,1,80,22
197,152,6,23,20
886,805,17,53,20
740,971,17,21,25
114,926,6,79,80
418,194,6,25,23
828,88,17,22,80
505,225,6,22,79
13,316,17,79,23
559,117,17,20,22
951,662,17,53,80
486,431,6,20,20
333,371,17,23,22
417,112,17,22,68
169,97,6,80,80
966,492,6,22,53
296,202,17,22,53
661,211,6,23,20
177,646,1,20,80
922,933,17,80,53
410,339,17,20,23
219,941,6,53,21
115,65,17,20,53
545,196,6,21,22
1825,798,17,80,80
600,823,6,22,79
858,410,1,20,22
832,778,17,20,80
692,684,6,80,25
553,57,6,23,22
306,569,17,80,80
68,376,89,25,20
878,704,6,79,53
874,590,17,23,22
977,823,17,53,21
408,649,6,20,80
775,284,1,80,80
172,235,6,20,80
897,552,17,22,80
603,744,17,80,80
617,183,17,25,21
901,786,6,20,21
929,577,6,23,20
526,242,1,68,22
577,397,6,23,23
728,889,89,21,21
804,742,6,21,21
428,906,17,22,53
599,45,17,53,20
596,24,17,53,22
773,756,17,53,21
523,397,17,21,80
493,869,6,20,80
858,976,17,23,23
933,889,6,80,80
274,480,6,53,23
346,365,17,80,20
948,685,89,53,22
648,715,6,53,79
361,219,1,53,80
654,643,17,22,80
582,973,6,23,25
288,638,6,20,22
762,974,6,20,23
288,209,6,53,53
639,239,17,21,53
688,761,6,80,79
278,35,6,53,22
112,508,17,25,22
706,75,6,68,79
546,69,6,79,22
364,423,17,20,53
500,143,17,68,20
896,711,6,20,20
223,723,6,68,21
73,810,6,23,21
394,793,6,53,79
571,223,17,21,22
977,12,6,21,53
290,845,17,20,79
19,214,17,80,80
47,866,17,21,80
654,584,17,22,53
404,340,89,68,23
857,979,6,23,22
764,592,17,20,25
347,431,17,21,23
281,725,1,20,22
692,271,6,79,25
691,477,6,22,21
319,99,17,20,25
582,937,6,25,80
262,520,17,80,53
257,479,6,25,53
825,232,6,53,80
776,620,6,25,68
397,880,6,20,53
328,869,1,68,21
168,923,6,53,53
386,127,6,22,21
159,134,6,21,21
234,184,17,53,80
619,826,17,25,79
403,230,6,68,25
600,721,89,21,80
85,262,17,53,21
290,524,17,53,68
658,732,17,80,25
492,971,17,23,20
360,80,6,20,25
947,389,6,21,80
132,545,6,53,80
706,680,6,80,80
119,890,6,21,80
378,448,6,23,20
457,64,6,80,68
915,563,17,23,23
94,414,17,23,25
585,504,17,21,20
109,232,17,23,21
742,886,6,80,23
651,965,17,25,22
989,132,6,53,20
92,882,17,20,68
426,59,6,80,22
644,301,17,22,68
656,745,6,21,22
111,662,17,53,80
55,706,17,25,53
5,156,89,21,53
887,687,17,22,25
832,469,6,80,53
874,311,17,23,79
72,986,1,22,80
84,921,17,53,21
230,771,6,53,53
859,355,17,80,68
687,50,17,80,22
940,509,6,20,68
525,297,1,68,53
407,579,6,25,80
838,859,17,80,22
778,929,17,25,53
995,347,17,25,21
965,429,6,79,80
207,663,1,68,25
543,54,6,21,80
904,975,17,20,68
360,467,1,23,21
761,80,6,22,53
276,298,6,53,80
738,571,6,80,25
745,892,17,23,21
944,952,1,23,25
626,557,17,80,79
735,614,6,53,53
167,344,17,21,53
501,931,17,25,22
978,604,17,23,21
281,560,6,80,23
944,949,17,79,53
864,104,6,22,25
499,239,89,25,80
782,939,17,22,80
788,197,89,68,20
371,170,6,79,20
600,361,17,25,22
183,909,17,80,23
640,344,6,23,22
675,308,6,53,25
335,947,17,80,53
20,782,6,23,21
32,477,17,53,53
570,974,6,20,23
155,242,17,80,80
895,182,17,22,23
860,90,6,21,53
911,390,6,21,53
854,677,6,80,80
762,188,89,23,80
779,68,6,22,80
42,196,6,53,53
767,200,1,80,22
324,217,6,80,68
575,876,17,20,53
588,167,17,53,21
281,493,6,79,68
992,570,6,79,23
632,179,1,53,53
988,95,17,80,23
16,577,17,22,25
552,541,17,23,20
673,895,17,80,80
487,709,17,53,53
806,401,89,20,68
269,639,17,22,80
573,376,6,22,20
981,533,6,79,22
832,382,89,68,80
223,139,6,22,80
81,607,17,21,53
192,361,6,53,80
679,437,6,21,20
7,268,6,53,21
351,793,6,22,25
60,102,6,21,53
276,952,6,80,53
186,333,17,80,80
485,654,6,20,68
340,668,17,68,53
182,569,1,20,23
381,92,1,21,79
709,557,6,53,53
163,155,6,21,80
988,519,1,21,22
710,890,17,53,22
301,686,17,53,25
890,293,1,68,53
448,565,1,25,20
815,273,6,79,21
596,297,6,80,80
303,472,6,53,80
784,705,17,25,68
818,505,17,53,21
388,495,17,23,23
782,509,17,21,53
231,256,17,25,21
595,346,6,80,22
885,501,17,80,21
627,533,17,20,79
626,180,6,25,23
654,224,6,68,53
657,904,6,25,25
592,591,6,68,23
970,281,17,22,22
266,658,6,25,53
224,322,89,79,80
926,944,17,53,20
967,870,6,21,25
468,497,6,21,20
149,64,6,22,79
585,770,6,20,53
489,491,17,25,23
226,929,17,23,23
377,511,17,80,53
655,842,6,80,20
25,902,6,80,25
199,610,17,22,23
504,504,17,80,20
188,754,17,53,80
299,531,6,80,20
329,834,6,23,23
887,60,1,53,21
961,884,17,80,23
483,634,6,20,21
187,517,6,23,53
50,279,17,53,80
261,479,17,53,79
28,267,17,80,53
204,954,1,25,25
648,615,6,53,21
458,690,6,80,20
129,924,6,22,68
672,828,6,53,80
236,343,1,80,21
625,703,17,53,68
232,949,6,20,53
750,403,1,79,22
173,234,17,53,25
475,679,17,68,80
494,935,17,53,22
588,366,6,22,79
107,796,6,53,21
282,115,6,25,79
978,89,17,53,68
390,580,1,79,25
46,654,6,53,53
924,837,89,80,79
840,31,6,80,79
729,92,6,53,21
530,679,6,25,79
211,922,1,80,53
612,452,6,68,80
713,902,17,22,25
799,86,17,80,53
645,539,17,21,20
388,208,6,53,21
447,825,6,79,53
500,218,6,23,53
669,440,6,80,20
64,633,1,53,21
779,32,6,80,23
801,737,17,68,23
811,552,6,53,53
67,939,6,21,80
726,130,17,53,80
900,23,17,68,22
459,867,89,80,20
648,942,6,53,25
2,432,1,80,21
809,480,17,23,68
642,954,17,22,68
450,238,6,22,21
31,298,17,53,25
59,165,6,79,23
968,161,17,53,23
484,234,17,53,79
301,548,17,80,23
555,65,17,21,20
62,336,17,79,20
408,919,17,68,21
587,378,17,23,80
334,587,1,53,22
346,118,17,80,80
428,849,17,80,22
324,266,6,53,22
830,483,1,23,53
521,910,17,53,68
154,971,6,21,53
437,214,1,53,20
380,303,6,80,53
768,428,1,53,80
281,20,17,20,80
311,299,89,22,79
448,300,6,21,53
623,900,6,23,25
660,900,17,80,80
270,107,17,22,53
298,861,17,20,80
302,415,6,22,25
5,588,6,80,53
544,234,17,25,23
210,557,6,80,22
890,174,6,25,53
663,29,6,80,53
721,944,1,53,68
166,442,1,20,21
111,617,6,68,79
453,797,6,22,80
813,883,6,79,23
126,453,6,20,22
160,207,6,79,68
1825,798,17,21,80
739,134,1,68,53
967,76,6,23,25
195,573,6,21,53
222,512,17,80,21
78,327,6,68,22
55,283,17,22,80
226,427,17,25,79
9,579,17,53,20
729,772,89,20,53
874,421,6,80,25
955,207,6,23,20
482,53,17,68,68
371,964,6,68,20
590,19,6,22,53
503,263,6,22,22
417,426,89,80,25
248,230,6,53,21
738,989,89,68,53
502,311,17,25,20
405,601,6,23,53
728,157,6,53,23
801,302,6,80,20
655,120,17,80,53
958,55,17,53,21
880,57,6,20,23
421,770,6,80,20
34,204,17,53,53
295,956,6,68,25
621,324,6,53,21
1825,798,17,80,80
695,104,17,23,22
868,772,6,80,21
194,733,6,21,23
663,936,17,22,25
954,183,17,23,80
612,495,6,23,68
906,631,6,53,22
630,607,17,53,23
743,217,6,21,79
546,84,17,25,53
717,825,1,25,68
266,756,1,80,80
180,382,6,79,53
311,238,6,20,20
707,890,17,23,20
306,436,6,23,53
757,879,17,23,23
860,29,1,80,23
406,971,6,23,21
34,573,17,23,53
413,408,17,53,53
290,268,6,20,25
860,277,17,53,80
206,352,6,68,20
434,97,6,53,22
466,436,6,22,68
295,63,17,22,80
604,793,6,68,25
23,636,6,80,80
189,807,6,80,20
81,374,17,20,22
839,243,6,21,80
93,206,89,21,21
803,95,6,23,53
943,425,17,80,80
46,101,17,79,68
5,503,6,53,53
101,205,6,53,80
356,649,17,25,25
640,942,6,79,23
385,181,6,25,53
730,29,6,68,23
448,632,6,25,53
840,249,6,68,80
438,806,1,80,80
836,117,17,68,68
29,266,1,80,80
749,973,17,20,22
779,399,17,68,23
307,739,89,53,20
467,696,17,80,79
455,124,6,53,80
833,236,17,21,80
969,801,17,80,20
285,698,6,80,68
432,306,6,20,80
378,29,1,20,80
491,425,6,22,80
185,989,6,53,79
847,122,1,25,80
662,882,6,53,22
512,287,17,80,23
82,54,17,79,68
206,278,6,80,25
461,330,6,23,23
932,653,6,68,22
99,279,6,53,53
528,496,6,80,53
370,602,17,80,25
875,110,6,53,80
330,55,1,80,53
555,367,6,53,80
336,932,6,80,79
598,792,6,23,21
818,475,17,53,80
963,918,17,53,53
395,244,1,80,23
834,709,6,20,53
432,840,17,21,22
77,757,17,25,53
231,265,6,23,68
550,190,6,79,20
498,667,1,80,20
888,318,17,80,25
563,387,17,53,21
714,692,89,25,23
824,178,6,22,20
384,480,6,53,21
474,945,1,80,25
294,461,6,53,23
763,833,17,21,22
462,279,6,23,20
32,13,17,21,53
414,449,17,53,22
386,631,17,21,23
386,810,17,21,79
683,392,17,22,25
366,847,17,22,21
335,453,89,20,21
391,804,17,25,80
23,214,17,53,80
427,80,17,25,25
342,417,17,23,53
879,816,6,23,80
635,87,6,20,25
481,585,6,20,22
518,347,17,79,53
30,700,6,22,21
535,961,6,21,80
909,137,17,22,23
41,195,17,23,21
535,623,17,21,80
981,370,17,79,21
883,996,89,68,20
27,309,17,25,53
46,618,6,22,53
942,439,1,80,22
780,379,6,23,20
62,292,6,80,21
842,793,17,80,68
757,786,6,20,53
995,795,6,23,80
317,394,17,25,53
968,174,17,79,20
978,902,6,20,79
191,136,6,80,53
291,753,6,22,68
681,440,6,80,80
223,662,6,80,23
664,513,17,22,22
842,12,1,22,20
639,863,17,23,80
961,445,6,53,21
279,756,89,80,79
601,550,6,20,53
74,181,6,53,21
249,66,17,23,80
994,843,17,53,23
486,466,6,79,53
205,18,6,23,80
154,178,6,53,80
186,771,6,21,53
535,995,6,21,80
353,872,17,53,79
186,458,89,80,25
830,102,1,80,23
94,6,6,79,21
910,148,17,23,53
268,254,6,25,25
948,80,6,20,80
671,732,6,22,22
904,766,6,53,25
453,542,17,53,53
352,946,17,23,53
674,460,89,23,79
442,499,6,80,23
54,777,17,80,21
268,238,17,80,23
470,253,17,53,53
901,698,1,23,25
598,324,6,53,80
199,90,6,20,80
168,530,17,79,23
1,66,17,20,22
637,486,6,53,80
757,247,6,53,21
936,177,17,80,53
796,645,6,20,21
40,754,1,22,21
525,303,1,23,80
792,210,1,80,21
3,676,17,80,80
458,776,6,23,80
346,570,17,80,22
407,175,6,23,20
974,194,17,80,25
382,919,17,80,25
573,236,6,25,25
833,795,89,68,53
60,92,6,23,21
594,648,17,53,22
133,108,6,80,68
92,41,17,23,21
230,627,17,20,23
217,212,17,21,20
899,307,17,21,53
805,602,6,23,68
823,952,6,22,23
631,194,6,25,20
507,31,17,22,80
82,598,6,53,25
970,107,89,25,20
541,234,17,53,53
302,379,17,25,79
278,666,17,53,23
177,804,1,25,68
490,330,6,80,80
12,859,17,68,25
377,318,6,80,53
200,315,17,80,22
151,912,6,80,68
712,642,6,20,80
21,845,6,23,25
854,504,17,79,53
332,595,17,25,20
572,298,17,22,53
67,524,1,20,21
753,637,6,53,53
958,794,1,20,25
8,164,6,53,80
283,136,17,53,80
558,383,6,21,68
524,603,6,23,53
359,675,6,25,20
419,859,17,53,25
414,717,6,21,21
816,480,6,23,21
413,576,6,53,20
891,795,6,53,25
871,867,17,53,80
728,487,6,22,25
1000,745,6,53,22
975,35,1,53,23
30,914,6,21,25
43,818,1,80,23
209,309,17,53,20
412,88,6,21,23
620,746,17,21,53
441,156,17,53,23
521,375,6,80,22
315,109,17,25,80
941,29,17,21,22
18,104,6,22,80
503,318,17,22,25
702,434,6,53,53
340,512,89,68,21
714,671,6,20,21
968,769,6,22,68
238,305,1,23,23
628,535,6,21,22
700,745,17,20,23
411,973,6,21,68
489,735,6,22,53
409,988,6,23,23
331,318,17,53,20
208,878,17,21,80
136,4,17,79,53
478,507,1,53,80
754,945,6,20,80
955,129,17,80,80
896,373,17,21,68
994,569,17,21,68
170,14,17,22,21
672,725,6,53,25
319,148,1,53,79
485,287,6,25,80
858,33,17,80,25
55,162,6,22,25
351,666,6,80,25
598,882,17,23,53
43,163,1,68,53
239,54,17,23,53
928,963,6,22,22
758,945,17,22,53
945,988,17,53,25
537,884,17,23,80
496,757,17,23,68
568,854,6,79,25
526,600,6,53,53
307,56,6,80,22
295,40,6,20,68
375,120,1,25,22
972,68,1,21,22
387,974,17,80,25
589,932,6,79,22
49,515,6,79,21
291,772,6,68,53
365,497,6,80,21
816,904,6,68,53
760,7,6,79,80
416,183,17,23,22
318,879,17,20,23
543,859,6,22,80
157,933,1,20,22
356,444,17,80,25
669,444,17,25,80
953,775,17,22,79
439,620,6,79,20
919,747,6,22,80
109,797,6,53,22
654,751,89,80,68
453,455,6,23,21
185,62,17,23,20
75,712,89,23,53
449,33,17,20,79
969,34,17,80,53
639,564,17,79,21
270,163,17,20,53
673,496,17,23,80
865,543,6,80,22
1825,798,17,80,80
515,207,6,23,79
94,923,17,21,53
545,72,6,23,21
785,332,17,80,53
910,183,17,80,22
174,986,17,53,22
836,56,6,53,20
601,629,17,53,80
213,684,17,23,23
781,397,17,20,20
175,381,6,25,80
391,823,1,68,53
333,272,17,80,80
125,822,17,53,20
256,966,6,20,53
670,399,6,80,21
846,733,6,80,53
911,721,1,25,22
750,673,6,80,53
25,167,17,22,80
195,756,6,21,22
242,226,17,80,20
767,24,6,53,79
546,320,6,53,22
997,20,17,53,68
709,616,17,23,53
673,306,17,53,80
404,367,6,21,22
249,956,6,22,53
461,347,17,25,53
395,190,6,25,53
939,642,17,22,80
202,513,17,53,25
910,90,6,20,22
28,440,6,22,23
203,169,6,79,80
832,613,6,21,21
455,922,6,20,23
267,716,17,80,25
892,922,17,53,53
223,303,6,23,20
139,674,6,53,80
190,709,6,23,21
473,618,6,20,80
938,951,17,80,53
14,488,1,80,80
162,694,17,22,80
954,363,17,25,80
399,227,17,68,21
366,814,17,25,53
434,992,1,23,80
101,690,6,80,80
415,284,6,80,79
682,766,1,53,53
48,366,1,21,53
765,90,17,21,79
561,38,89,53,53
186,905,17,53,20
49,881,17,79,68
402,355,17,22,22
743,248,1,20,23
368,606,17,21,21
180,601,89,80,53
753,269,6,21,20
240,178,6,80,80
815,860,89,68,23
201,646,17,53,68
961,908,6,20,21
800,397,6,22,22
734,472,17,21,80
577,185,6,25,20
599,340,6,53,20
829,898,17,53,79
334,369,6,22,25
275,693,17,20,21
963,453,1,80,53
538,534,17,53,20
666,910,17,80,80
796,628,17,80,22
990,743,1,53,21
689,940,6,21,25
763,377,89,23,20
195,86,17,79,53
789,384,17,22,22
77,431,6,23,53
605,523,17,21,22
306,14,6,80,53
140,992,6,53,53
761,149,17,80,53
684,920,89,53,80
286,199,17,80,20
778,361,17,53,68
899,373,17,23,21
574,236,17,22,53
404,284,6,23,23
153,482,6,20,53
900,799,17,80,53
384,366,17,53,53
799,419,6,53,25
816,532,89,21,53
792,735,17,20,80
625,33,17,22,25
206,917,6,53,20
216,358,6,21,23
464,354,6,20,80
862,5,17,25,80
810,52,1,23,80
484,341,17,79,23
6,4,17,79,80
998,249,6,20,79
319,141,6,22,53
167,494,17,20,53
526,913,89,22,20
940,853,17,68,79
59,381,6,23,21
228,455,17,22,23
635,268,17,20,20
577,757,6,25,22
942,740,17,80,25
768,162,6,53,53
94,615,89,22,53
420,50,17,20,53
125,514,6,22,80
571,480,17,22,80
881,640,6,80,68
591,514,6,68,80
889,760,1,68,21
667,308,17,20,53
31,165,6,68,21
306,504,6,79,53
20,302,6,25,53
844,198,17,20,21
113,60,6,23,23
943,294,6,21,80
863,268,17,80,53
963,434,6,23,23
254,575,1,80,23
179,395,6,21,53
558,433,1,20,25
110,430,17,53,25
587,141,6,79,80
449,495,6,22,68
51,173,6,22,80
673,468,17,20,22
698,443,6,22,79
664,754,17,25,79
850,513,6,20,53
259,773,17,23,25
871,805,6,25,23
662,325,17,53,53
336,876,17,53,23
212,801,1,80,80
458,106,89,22,20
905,208,17,20,22
513,847,6,53,53
832,394,17,23,23
795,351,17,21,22
422,203,6,53,21
798,126,6,80,53
210,304,17,22,22
952,327,17,53,21
380,756,17,22,22
979,186,17,53,21
604,641,6,22,53
650,16,1,80,21
938,741,17,79,23
703,418,17,21,68
351,605,17,80,22
296,193,89,21,80
563,130,17,23,20
829,128,6,20,25
325,835,6,22,80
421,45,17,53,25
623,195,17,23,79
986,141,1,80,20
316,844,6,22,53
566,443,17,23,23
449,594,6,80,20
730,420,6,20,20
621,984,17,23,53
837,37,6,80,68
198,478,6,23,20
734,873,17,80,21
362,932,17,79,79
436,858,6,80,80
98,176,17,53,21
196,749,17,53,53
304,949,17,79,53
35,813,6,80,22
729,504,17,80,20
210,55,17,53,22
36,634,17,22,20
968,681,1,53,23
505,25,17,79,21
582,907,17,80,80
966,318,6,53,22
859,845,6,53,80
703,135,1,25,22
872,170,17,53,23
157,475,6,68,53
4,321,6,25,21
317,528,6,25,68
26,892,6,53,22
551,912,17,53,21
801,201,6,23,53
807,560,17,53,80
686,639,6,80,53
737,665,17,80,80
825,665,6,68,21
698,622,6,23,80
138,683,6,23,80
3,444,6,22,22
171,427,6,80,23
106,362,17,21,53
571,769,6,80,25
813,981,6,53,20
34,29,1,53,80
31,976,89,79,22
690,794,6,80,80
146,637,1,79,23
573,37,6,68,79
405,872,6,53,20
814,694,6,80,23
352,624,6,21,79
942,848,17,23,22
742,89,6,25,53
329,119,17,79,23
7,653,17,23,80
121,452,1,80,21
434,660,17,80,80
688,291,17,21,53
285,611,6,80,21
516,724,17,80,53
219,505,6,23,25
509,636,17,22,23
390,945,1,23,23
942,667,89,20,25
378,85,6,79,53
1825,798,17,53,80
965,102,17,53,20
817,725,6,22,68
718,163,6,20,80
240,353,6,53,21
285,696,6,22,53
471,594,17,80,80
5,557,6,22,80
31,386,17,80,68
640,945,6,23,53
606,866,6,22,25
119,253,17,21,25
329,599,6,53,23
363,325,6,21,25
233,857,1,21,25
593,293,6,22,79
366,721,6,20,80
508,689,17,23,23
326,440,17,53,53
342,944,6,22,21
690,816,1,53,21
291,687,89,80,23
352,71,6,20,21
895,462,6,53,53
600,959,17,21,25
187,893,17,53,53
313,222,6,22,53
38,121,6,79,53
188,136,1,22,20
538,962,17,21,53
45,188,17,80,53
508,409,17,23,22
57,820,6,20,53
715,82,89,22,20
383,134,89,22,53
634,190,6,53,23
24,16,1,25,11
766,364,17,22,22
86,976,6,68,80
569,597,1,53,22
722,196,17,25,53
226,259,6,79,53
94,857,17,20,53
635,572,89,53,23
719,448,6,20,53
813,984,1,21,53
513,394,17,23,22
541,991,1,53,53
440,91,17,23,53
887,264,17,21,20
580,262,6,80,23
899,502,6,20,23
419,965,6,22,20
649,257,17,21,53
518,999,17,53,80
832,527,6,21,80
346,122,6,80,21
324,677,17,80,53
216,414,6,79,53
788,43,6,25,23
935,364,17,21,25
590,562,89,21,79
545,629,17,80,53
356,63,6,53,23
265,504,17,23,20
829,645,17,68,53
173,850,17,23,53
439,784,6,79,23
909,280,17,53,53
802,466,6,21,53
258,76,6,53,53
109,171,6,22,22
490,813,17,22,53
896,307,6,23,25
122,777,1,80,20
776,875,6,23,20
706,860,6,21,20
303,975,6,80,22
722,480,1,79,25
256,990,6,80,25
413,907,17,80,21
159,414,6,53,80
406,398,17,22,20
989,653,17,20,79
453,352,6,68,53
767,901,6,79,80
330,68,17,23,53
245,728,17,80,53
482,922,1,20,23
608,992,6,22,25
297,719,6,80,80
430,117,89,22,53
250,629,17,25,25
187,597,17,80,20
738,516,17,25,22
318,815,6,53,25
401,763,6,80,20
685,556,17,80,80
660,429,17,80,20
250,9,6,22,22
605,504,17,80,20
110,311,17,21,80
69,320,6,22,22
536,611,17,21,21
506,504,17,80,20
220,884,6,80,22
655,700,1,20,23
645,673,6,68,80
698,603,6,22,80
685,742,6,53,80
968,996,6,80,53
347,823,6,80,80
804,28,6,53,53
913,105,6,53,21
637,882,6,53,21
473,548,6,68,22
717,890,89,21,53
440,657,6,23,53
704,481,6,22,25
402,452,17,23,21
532,405,6,80,22
790,111,6,20,22
906,653,6,80,20
684,97,6,20,53
642,720,6,20,53
416,481,17,21,22
505,755,6,23,80
581,156,6,68,80
31,907,17,80,53
114,786,6,80,22
458,295,17,80,25
616,128,89,22,20
904,840,1,23,80
59,838,17,25,53
498,237,6,79,20
912,617,89,80,25
900,525,17,21,80
40,666,17,25,80
741,531,6,68,23
268,215,6,68,80
243,421,89,21,80
127,906,17,79,25
768,617,17,21,80
300,503,17,80,22
398,385,6,53,80
192,543,17,53,23
139,361,17,80,20
600,510,17,53,23
597,336,17,80,25
455,253,6,21,80
267,241,17,53,53
413,246,6,80,20
338,611,6,20,53
679,243,17,53,80
218,684,6,22,53
459,648,6,20,80
595,987,17,53,22
182,883,6,80,80
882,835,17,20,80
748,591,6,21,68
292,538,6,20,80
394,860,1,22,79
412,371,1,22,80
615,304,6,80,53
840,994,17,20,20
830,168,6,25,22
93,210,6,53,53
931,883,17,21,80
851,315,6,80,20
199,168,17,79,53
713,408,17,68,80
240,542,6,80,53
191,333,17,20,21
189,498,6,53,23
438,438,17,23,25
404,593,17,23,23
577,146,6,80,53
563,942,6,80,21
131,202,17,79,23
924,112,17,22,79
308,280,6,21,68
280,605,6,20,79
555,304,17,53,21
195,242,6,80,21
975,682,17,23,53
705,60,1,20,20
242,878,17,80,25
768,301,17,20,53
670,282,17,68,25
292,60,17,79,79
428,785,17,53,20
86,985,17,21,22
150,290,17,23,53
298,629,17,53,21
733,784,17,23,80
357,177,1,25,20
92,70,6,53,68
437,415,17,80,53
554,6,17,23,23
814,395,6,80,68
916,541,17,53,53
459,30,89,21,80
762,826,17,53,80
636,934,89,53,80
457,785,6,80,25
300,536,6,79,25
151,417,6,22,79
201,22,17,80,80
502,166,89,53,21
786,296,6,25,20
98,370,1,21,23
81,524,17,80,68
587,137,17,23,80
644,63,6,20,22
446,240,6,80,80
824,545,17,53,20
250,749,6,79,23
388,852,89,68,53
735,771,89,53,53
278,368,6,53,80
922,337,1,23,80
548,823,6,20,53
561,126,1,21,25
800,321,17,53,53
555,119,6,20,80
794,578,6,80,21
69,551,17,23,25
804,341,17,80,53
974,321,17,80,68
244,129,17,80,23
942,896,6,22,53
244,22,6,53,68
51,587,6,53,20
422,128,6,22,20
587,74,17,53,21
84,628,6,25,20
741,204,17,20,53
641,443,6,20,53
858,973,1,80,25
672,170,17,68,25
96,327,17,53,53
47,823,6,21,21
354,767,6,79,53
917,725,6,20,80
229,697,17,53,22
16,104,1,80,80
591,554,6,21,53
488,700,6,23,79
681,679,6,20,21
637,122,6,22,53
864,300,17,80,53
927,194,17,80,21
447,274,17,53,53
506,396,6,23,21
320,391,1,21,25
741,502,6,23,53
496,164,17,25,80
832,622,17,20,22
984,125,6,53,22
336,796,17,21,21
806,515,6,68,21
52,867,1,22,80
842,942,17,53,23
113,417,89,22,53
99,714,6,25,80
770,861,1,80,53
567,835,17,25,21
809,757,17,80,21
401,894,1,80,25
73,790,89,25,23
492,608,17,21,80
965,915,17,20,22
764,44,17,20,25
479,745,89,25,21
24,407,17,25,79
870,493,1,53,80
12,678,17,80,20
342,519,17,20,20
413,834,17,53,23
529,97,6,53,20
15,616,17,20,53
644,681,1,23,25
486,752,17,21,22
175,907,1,20,21
623,449,6,80,21
342,579,17,68,20
194,925,17,22,21
639,825,6,20,53
811,400,17,53,21
1825,798,17,68,80
443,797,6,22,79
991,616,17,20,25
376,561,6,80,68
102,451,1,21,20
170,439,6,80,80
424,518,17,53,23
809,255,17,21,25
19,821,6,21,53
722,714,17,25,53
152,749,6,79,21
576,518,1,22,53
974,75,6,80,21
241,492,6,20,80
58,359,6,53,53
798,410,17,23,53
300,860,17,53,53
918,29,6,22,53
2,797,6,25,20
533,711,89,80,53
703,876,1,22,53
997,853,6,68,80
180,147,17,80,22
519,327,6,23,21
464,11,1,79,20
351,646,17,80,79
120,465,6,22,80
303,417,6,79,20
310,527,6,21,22
828,392,6,68,20
674,125,17,53,20
678,236,1,20,80
519,231,89,23,80
692,80,17,25,21
738,28,17,53,20
224,695,17,23,68
525,492,6,20,68
194,903,17,80,80
672,460,6,53,53
818,886,6,21,80
675,825,6,22,23
608,502,17,80,23
752,5,6,53,53
812,508,17,21,53
922,786,6,21,20
298,582,17,22,53
345,87,6,23,21
408,432,17,80,80
911,439,6,25,21
715,193,17,53,20
36,133,1,25,53
727,507,6,23,68
539,687,17,53,21
67,622,6,80,21
373,997,89,68,53
775,806,17,23,80
661,81,89,68,80
923,480,89,53,80
182,528,17,22,23
412,483,6,21,23
14,883,17,20,68
123,184,6,25,80
216,405,6,23,53
162,530,6,80,20
351,684,6,23,22
934,740,17,23,79
614,127,6,53,53
142,208,6,68,25
556,366,17,21,53
718,566,17,21,53
198,526,6,80,53
520,370,89,80,22
803,443,17,21,53
833,437,17,53,21
340,821,89,25,80
910,762,6,79,22
365,859,6,68,80
735,119,17,22,79
570,706,17,25,21
425,367,6,53,21
570,839,6,25,20
777,154,17,53,25
116,667,89,80,79
451,280,6,68,23
440,493,1,25,80
212,692,6,53,23
9,28,6,20,25
272,325,89,23,22
37,277,17,21,53
222,621,6,21,23
749,989,17,53,80
63,748,6,53,25
987,215,17,25,80
99,301,6,53,80
290,550,1,68,25
522,673,17,53,80
451,749,6,21,80
942,598,17,68,25
345,661,17,80,80
1825,798,17,80,80
161,424,17,80,23
115,786,6,79,53
449,169,17,21,53
220,360,6,53,21
132,21,17,80,53
486,416,6,25,20
999,69,17,80,25
125,361,17,80,80
202,774,6,53,20
210,735,17,80,53
912,998,6,25,80
312,833,6,80,23
289,97,17,53,21
524,508,17,20,80
500,249,17,22,22
303,160,6,22,80
883,393,17,80,68
