srcIP,dstIP,protocol,sPort,dPort,activity
31,136,6,68,53,normal
1000,799,6,22,22,normal
791,890,17,23,23,normal
323,732,6,23,53,normal
967,187,17,53,22,normal
353,821,6,53,80,normal
785,734,6,53,80,normal
767,637,17,80,22,normal
486,186,1,23,79,normal
650,688,1,20,21,normal
119,758,6,21,22,normal
114,283,17,53,23,normal
475,802,6,21,80,normal
154,982,1,22,25,normal
776,786,6,23,80,normal
638,306,6,68,53,normal
754,678,6,21,68,normal
729,483,6,25,68,normal
927,60,6,80,79,normal
774,198,17,80,21,normal
375,536,17,20,53,normal
729,70,89,23,21,normal
759,958,6,53,21,normal
985,89,6,25,22,normal
345,568,17,25,23,normal
781,14,6,21,53,normal
840,766,17,80,21,normal
792,701,17,23,22,normal
281,773,17,80,68,normal
800,937,1,20,80,normal
199,499,6,53,29,anomaly
675,966,17,80,23,normal
554,671,17,80,22,normal
601,498,17,80,23,normal
896,287,17,20,80,normal
859,536,6,23,53,normal
266,447,1,53,79,normal
113,491,6,80,80,normal
652,475,6,53,53,normal
322,450,6,53,79,normal
717,3,6,53,21,normal
511,465,6,80,25,normal
753,710,17,23,53,normal
420,175,6,53,79,normal
871,870,17,23,53,normal
273,183,17,21,23,normal
493,67,1,53,23,normal
452,895,89,68,23,normal
918,584,6,53,25,normal
288,658,6,23,20,normal
726,279,1,80,80,normal
328,86,17,23,23,normal
191,134,89,68,22,normal
390,932,17,21,21,normal
684,731,17,68,21,normal
12,52,1,53,25,normal
224,999,17,80,80,normal
575,960,17,25,22,normal
988,647,6,22,53,normal
886,356,6,53,53,normal
501,582,89,80,23,normal
65,36,17,22,23,normal
51,790,6,80,53,normal
302,968,6,79,80,normal
693,461,6,79,20,normal
437,205,17,80,68,normal
725,927,1,25,53,normal
335,716,6,68,20,normal
463,196,6,23,80,normal
395,491,89,23,20,normal
321,887,17,80,80,normal
607,669,17,53,53,normal
650,860,6,80,53,normal
874,223,17,22,21,normal
622,63,17,22,53,normal
247,785,17,22,80,normal
298,480,17,68,23,normal
301,40,6,79,53,normal
793,917,6,22,20,normal
268,382,6,20,53,normal
548,925,17,23,23,normal
254,943,6,80,80,normal
472,124,6,68,53,normal
595,660,17,21,80,normal
244,565,17,80,20,normal
115,696,6,22,80,normal
599,836,6,25,23,normal
156,715,6,20,79,normal
300,727,6,80,68,normal
991,16,6,25,22,normal
558,608,1,79,68,normal
696,122,1,53,80,normal
638,998,17,68,20,normal
489,821,6,25,21,normal
937,263,17,23,20,normal
95,935,6,53,80,normal
99,915,17,68,53,normal
420,987,17,20,53,normal
581,758,17,53,53,normal
943,815,6,79,53,normal
885,483,17,53,21,normal
321,103,89,21,20,normal
189,226,1,21,20,normal
462,627,17,23,80,normal
848,929,6,20,23,normal
20,521,6,80,22,normal
712,379,89,53,53,normal
686,48,1,23,68,normal
86,56,17,80,53,normal
508,988,6,20,20,normal
162,980,17,68,20,normal
948,171,17,25,22,normal
179,741,6,68,21,normal
902,300,6,53,22,normal
916,429,6,53,80,normal
190,946,17,53,79,normal
831,537,6,22,25,normal
280,173,17,53,80,normal
717,670,17,25,53,normal
945,199,6,53,68,normal
600,961,6,53,80,normal
946,487,17,21,20,normal
572,423,6,80,53,normal
967,674,6,21,53,normal
537,637,1,22,25,normal
767,802,6,25,80,normal
256,759,6,22,23,normal
955,272,17,53,21,normal
419,688,17,23,20,normal
816,201,6,80,53,normal
363,414,6,53,53,normal
302,380,6,20,22,normal
724,406,6,20,80,normal
539,934,17,68,23,normal
967,870,1,80,23,normal
242,746,6,25,53,normal
197,48,6,25,25,normal
436,994,6,80,25,normal
439,806,6,53,68,normal
306,243,1,80,21,normal
3,597,6,20,23,normal
673,259,6,80,79,normal
580,322,89,20,80,normal
739,116,89,80,20,normal
476,197,6,21,20,normal
602,376,6,20,22,normal
482,471,89,80,53,normal
478,45,17,21,25,normal
342,691,6,21,53,normal
892,967,17,25,21,normal
825,26,6,68,20,normal
669,573,17,21,25,normal
40,442,17,21,21,normal
232,143,6,79,22,normal
907,555,17,22,53,normal
830,939,6,20,53,normal
949,438,1,23,20,normal
422,861,6,21,53,normal
409,237,17,23,80,normal
823,766,6,53,80,normal
350,11,6,22,68,normal
770,327,6,25,53,normal
720,205,89,53,53,normal
417,258,17,53,23,normal
700,386,6,53,21,normal
923,993,6,79,53,normal
506,499,6,79,16,anomaly
567,303,6,25,20,normal
45,273,17,23,23,normal
344,219,17,80,80,normal
769,733,1,53,80,normal
329,249,17,80,53,normal
566,116,6,53,21,normal
957,511,1,22,80,normal
619,180,89,21,80,normal
773,761,6,21,23,normal
208,867,6,23,20,normal
480,28,17,80,21,normal
692,736,17,53,25,normal
829,203,17,22,80,normal
851,518,6,80,80,normal
594,791,1,22,80,normal
732,576,6,21,53,normal
769,130,17,25,68,normal
573,42,17,22,21,normal
960,225,6,22,20,normal
621,959,6,80,80,normal
768,540,17,25,68,normal
186,227,6,53,80,normal
635,879,17,20,68,normal
639,11,6,53,25,normal
78,952,6,53,80,normal
463,669,89,21,80,normal
705,668,89,23,80,normal
482,946,6,23,20,normal
81,358,6,68,20,normal
844,487,17,21,20,normal
382,645,6,53,22,normal
137,704,1,23,53,normal
153,129,6,21,53,normal
524,401,17,68,80,normal
418,990,17,21,80,normal
438,770,17,53,53,normal
707,668,17,80,80,normal
908,883,17,80,21,normal
167,344,17,53,22,normal
172,774,17,23,80,normal
972,944,1,21,53,normal
506,950,17,80,53,normal
936,866,6,20,80,normal
259,310,17,79,53,normal
794,284,17,25,25,normal
417,255,6,80,22,normal
714,726,6,80,21,normal
739,287,89,21,80,normal
399,551,17,25,53,normal
580,602,17,79,80,normal
470,699,17,20,53,normal
277,795,6,53,23,normal
330,588,17,80,25,normal
157,996,6,25,23,normal
558,224,6,21,21,normal
461,591,6,22,53,normal
195,579,17,25,53,normal
581,931,6,53,20,normal
402,134,6,79,80,normal
393,69,6,25,20,normal
688,458,17,80,25,normal
930,499,17,23,80,normal
996,823,89,53,80,normal
517,806,6,25,80,normal
437,602,6,21,80,normal
578,25,6,20,23,normal
546,976,17,80,22,normal
762,886,17,53,80,normal
151,979,89,23,21,normal
541,670,17,21,80,normal
779,12,6,25,21,normal
352,687,17,53,20,normal
156,386,1,23,80,normal
189,842,17,25,23,normal
54,550,17,53,22,normal
865,826,17,21,23,normal
211,961,6,25,80,normal
570,155,17,25,53,normal
835,236,17,53,23,normal
121,312,17,21,80,normal
564,45,6,80,25,normal
562,448,17,23,25,normal
349,563,17,80,80,normal
698,367,6,23,20,normal
663,460,6,22,80,normal
378,531,6,80,22,normal
327,577,6,80,79,normal
791,343,6,25,53,normal
237,887,17,21,21,normal
85,538,17,22,20,normal
185,436,6,79,53,normal
118,256,17,80,79,normal
675,187,1,25,79,normal
353,657,17,22,22,normal
484,581,17,25,80,normal
738,786,6,79,20,normal
699,10,6,80,23,normal
370,33,6,80,21,normal
632,901,6,68,20,normal
316,86,17,80,25,normal
585,767,6,23,25,normal
78,618,6,21,80,normal
44,899,89,22,80,normal
414,673,89,68,68,normal
565,251,6,53,22,normal
612,534,17,80,21,normal
879,190,17,53,20,normal
426,16,1,21,80,normal
80,347,17,25,53,normal
764,699,1,68,53,normal
693,800,1,22,21,normal
982,942,17,21,68,normal
858,119,17,53,53,normal
727,424,1,68,68,normal
538,336,1,53,68,normal
858,152,6,20,80,normal
814,896,6,22,20,normal
677,752,17,80,53,normal
523,598,17,21,25,normal
21,457,17,53,80,normal
175,559,17,53,80,normal
261,679,6,80,25,normal
688,146,6,53,25,normal
79,174,6,80,23,normal
373,547,17,23,80,normal
314,291,17,22,53,normal
846,612,89,22,20,normal
6,399,6,80,21,normal
520,939,6,80,21,normal
321,621,6,68,53,normal
547,126,6,79,21,normal
958,292,17,80,20,normal
93,130,6,53,53,normal
932,727,6,23,21,normal
387,402,6,53,80,normal
982,554,17,80,25,normal
378,601,89,21,25,normal
988,23,17,53,21,normal
529,898,6,68,53,normal
608,171,6,53,22,normal
457,880,17,53,80,normal
277,661,17,53,20,anomaly
700,740,6,23,80,normal
488,788,6,79,21,normal
478,529,6,22,22,normal
739,160,6,23,21,normal
11,591,6,21,53,normal
915,424,6,22,53,normal
712,525,6,20,25,normal
298,118,6,20,53,normal
918,358,17,22,79,normal
734,208,6,53,80,normal
534,504,6,25,53,normal
767,274,17,21,80,normal
876,430,6,53,80,normal
194,918,17,53,53,normal
274,730,17,22,22,normal
473,587,6,80,21,normal
546,221,17,23,22,normal
895,497,17,22,22,normal
429,501,6,53,25,normal
623,914,6,25,79,normal
699,349,1,20,79,normal
574,339,17,53,22,normal
326,586,17,80,21,normal
43,616,6,80,20,normal
450,122,17,20,53,normal
991,386,6,80,68,normal
984,612,17,53,80,normal
359,891,17,23,53,normal
598,840,6,20,20,normal
330,263,17,21,80,normal
691,311,1,79,68,normal
257,344,6,80,80,normal
13,172,6,21,23,normal
735,339,17,53,79,normal
276,681,1,22,53,normal
60,126,6,68,20,normal
976,75,6,80,79,normal
576,930,6,20,53,normal
212,255,89,21,53,normal
170,276,17,23,22,normal
688,776,6,79,79,normal
629,850,17,23,80,normal
622,793,1,20,53,normal
816,799,6,23,25,normal
772,477,17,68,23,normal
811,374,17,80,68,normal
36,319,17,80,68,normal
903,948,6,20,53,normal
453,604,1,23,80,normal
563,320,17,20,23,normal
515,636,1,23,22,normal
700,891,17,22,53,normal
188,785,6,22,53,normal
18,109,17,80,80,normal
159,47,1,79,80,normal
687,693,1,80,80,normal
691,672,1,80,20,normal
507,539,6,20,80,normal
163,142,1,53,80,normal
262,700,1,25,21,normal
974,613,17,21,25,normal
970,380,6,80,22,normal
760,106,17,68,53,normal
628,467,17,22,80,normal
118,623,17,80,22,normal
267,532,17,79,80,normal
434,405,6,20,80,normal
846,143,17,80,20,normal
802,495,6,53,25,normal
977,402,1,79,68,normal
173,693,17,25,68,normal
413,401,6,23,21,normal
812,518,17,80,80,normal
443,444,17,53,20,normal
542,8,6,80,53,normal
133,513,17,80,80,normal
257,172,17,20,22,normal
582,357,6,79,20,normal
110,290,6,68,23,normal
296,759,6,20,53,normal
522,536,6,53,80,normal
931,465,6,22,53,normal
94,591,6,23,23,normal
315,287,6,22,80,normal
965,194,17,80,53,normal
3,395,1,80,80,normal
99,860,6,80,20,normal
593,829,17,68,68,normal
889,298,17,68,53,normal
261,203,17,20,53,normal
697,404,6,22,25,normal
568,30,6,21,68,normal
771,809,6,25,23,normal
474,296,1,80,25,normal
492,922,6,53,80,normal
137,997,17,80,21,normal
104,88,17,53,53,normal
116,379,6,53,22,normal
819,530,6,20,23,normal
674,968,6,22,80,normal
750,871,1,79,25,normal
342,958,17,23,80,normal
311,323,6,25,25,normal
456,11,89,21,53,normal
673,994,17,21,22,normal
630,604,6,22,80,normal
775,500,1,22,80,normal
975,340,1,80,20,normal
689,400,17,79,22,normal
131,398,17,21,80,normal
512,859,6,21,20,normal
387,175,17,53,80,normal
799,868,6,20,23,normal
741,120,6,79,80,normal
150,674,17,53,23,normal
476,59,6,23,21,normal
322,959,17,53,80,normal
411,885,6,79,80,normal
530,410,89,53,53,normal
787,286,89,79,68,normal
916,155,6,23,23,normal
115,899,6,22,20,normal
974,433,6,23,80,normal
785,138,6,23,22,normal
771,918,6,20,25,normal
821,992,17,80,21,normal
999,65,17,53,80,normal
194,717,6,21,20,normal
622,874,1,79,22,normal
704,563,6,22,68,normal
517,401,6,22,68,normal
436,174,17,80,23,normal
525,440,6,53,80,normal
481,91,6,79,25,normal
763,844,6,23,53,normal
85,900,17,22,80,normal
989,635,17,23,22,normal
816,908,17,25,21,normal
441,78,17,80,21,normal
721,735,6,79,21,normal
9,945,17,21,68,normal
418,700,6,80,20,normal
767,839,17,68,22,normal
441,300,6,21,53,normal
821,575,6,53,80,normal
642,734,17,80,25,normal
791,290,17,23,23,normal
343,686,6,53,21,normal
66,997,17,80,20,normal
55,528,17,22,22,normal
678,683,6,20,22,normal
742,485,1,80,23,normal
962,927,6,80,20,normal
12,510,17,80,21,normal
976,161,17,21,22,normal
678,257,6,80,80,normal
859,843,6,20,80,normal
540,476,6,53,53,normal
145,542,17,53,53,normal
691,614,6,25,53,normal
674,883,6,53,25,normal
485,12,6,20,53,normal
832,58,17,23,53,normal
883,210,6,53,53,normal
622,195,1,25,20,normal
850,840,1,80,80,normal
199,560,1,53,25,normal
68,298,17,20,23,normal
60,650,17,68,80,normal
123,114,17,22,22,normal
866,449,6,25,79,normal
288,338,6,80,25,normal
298,524,17,21,80,normal
282,673,6,23,23,normal
217,963,6,80,23,normal
867,159,17,21,21,normal
683,293,6,20,21,normal
931,764,6,23,80,normal
75,374,6,53,80,normal
790,107,17,20,53,normal
669,645,89,80,53,normal
856,698,6,20,23,normal
281,950,17,68,21,normal
689,272,1,22,53,normal
214,395,17,80,25,normal
976,783,6,68,22,normal
683,585,17,25,20,normal
714,675,17,53,80,normal
783,109,1,80,80,normal
384,762,17,23,25,normal
288,646,17,20,53,normal
944,857,17,79,80,normal
432,661,17,25,20,anomaly
519,160,17,25,21,normal
147,544,17,20,68,normal
412,484,6,80,20,normal
662,273,17,21,21,normal
515,179,6,53,80,normal
350,895,17,23,79,normal
314,312,6,68,53,normal
565,569,6,21,80,normal
83,545,17,53,20,normal
456,22,17,79,23,normal
530,772,6,53,20,normal
751,80,6,25,53,normal
337,449,6,23,53,normal
760,172,6,22,25,normal
933,901,6,53,25,normal
906,612,6,53,25,normal
209,396,6,68,21,normal
925,898,6,21,53,normal
704,162,6,25,20,normal
258,849,17,21,53,normal
950,568,17,25,80,normal
172,895,17,53,80,normal
471,672,6,23,80,normal
427,727,1,21,23,normal
327,247,89,21,22,normal
183,179,17,23,68,normal
424,395,89,80,22,normal
469,363,17,20,25,normal
22,155,89,23,80,normal
345,482,17,80,53,normal
483,947,6,22,53,normal
165,703,17,25,80,normal
759,879,17,68,20,normal
146,571,6,25,20,normal
164,725,17,20,22,normal
935,157,17,53,53,normal
1,42,89,25,80,normal
200,219,17,20,80,normal
5,803,6,20,20,normal
756,797,6,22,53,normal
369,865,6,22,21,normal
242,87,17,20,20,normal
378,23,17,68,80,normal
420,499,6,80,2,anomaly
579,978,17,68,20,normal
59,395,17,80,23,normal
640,558,17,23,21,normal
54,796,6,25,53,normal
950,129,6,21,68,normal
11,291,17,80,23,normal
460,239,89,79,53,normal
275,191,17,53,23,normal
104,929,6,68,23,normal
584,168,6,80,23,normal
18,68,6,80,20,normal
890,596,17,68,21,normal
620,199,1,23,23,normal
491,953,1,53,53,normal
268,635,6,80,22,normal
521,721,17,22,21,normal
276,805,17,25,79,normal
154,422,17,21,22,normal
724,198,6,53,21,normal
460,782,6,80,20,normal
399,334,6,21,53,normal
663,689,17,53,22,normal
643,713,17,80,53,normal
40,311,17,53,80,normal
45,132,17,22,21,normal
940,588,6,25,20,normal
811,422,6,25,20,normal
310,466,17,68,79,normal
235,668,6,23,22,normal
879,271,6,25,25,normal
399,988,6,68,22,normal
752,984,6,79,80,normal
544,778,6,22,68,normal
835,401,6,80,21,normal
85,583,6,20,53,normal
936,209,6,21,53,normal
244,170,17,21,53,normal
666,191,17,21,53,normal
797,782,17,53,68,normal
458,130,6,21,80,normal
698,974,6,21,22,normal
477,146,6,22,80,normal
426,417,17,23,25,normal
736,531,17,21,53,normal
502,866,6,23,23,normal
429,808,6,23,23,normal
322,418,17,22,23,normal
851,750,6,53,80,normal
572,53,6,23,79,normal
281,738,1,80,79,normal
222,404,17,80,20,normal
646,806,17,80,25,normal
513,124,6,53,79,normal
301,973,6,25,53,normal
244,277,6,80,80,normal
686,74,6,79,53,normal
861,910,6,22,20,normal
711,340,89,80,20,normal
676,406,89,25,80,normal
187,621,1,53,80,normal
546,484,17,53,79,normal
625,479,6,23,23,normal
231,728,6,80,80,normal
926,159,17,20,80,normal
541,462,6,80,22,normal
700,933,6,21,80,normal
161,570,17,80,80,normal
706,163,17,80,53,normal
347,991,89,68,68,normal
382,121,1,25,22,normal
930,720,17,21,68,normal
284,874,17,20,80,normal
219,581,17,20,53,normal
255,785,6,21,80,normal
311,130,1,20,22,normal
929,760,6,25,23,normal
792,784,6,23,23,normal
891,545,6,53,21,normal
427,706,1,68,21,normal
974,362,6,53,21,normal
80,638,17,20,53,normal
701,517,6,53,80,normal
278,256,1,21,80,normal
503,953,89,53,80,normal
782,494,6,68,80,normal
778,40,6,80,53,normal
995,224,6,23,21,normal
57,522,17,23,23,normal
320,440,1,80,23,normal
749,589,17,80,53,normal
529,515,17,21,21,normal
703,428,6,25,80,normal
277,922,17,80,79,normal
569,401,1,53,23,normal
76,636,6,53,21,normal
625,390,17,23,25,normal
539,544,1,23,79,normal
91,412,17,53,25,normal
289,187,6,68,22,normal
368,104,17,53,53,normal
964,738,89,80,79,normal
927,103,17,22,25,normal
653,595,17,68,23,normal
660,402,89,21,23,normal
958,459,6,23,25,normal
909,357,17,20,23,normal
907,629,17,20,80,normal
562,646,6,80,80,normal
612,532,6,25,25,normal
481,839,17,53,25,normal
116,399,6,23,21,normal
465,706,17,80,22,normal
502,504,17,80,23,normal
854,964,17,80,79,normal
228,7,17,53,20,normal
923,262,6,80,80,normal
415,132,89,53,80,normal
813,434,89,21,23,normal
796,761,17,21,80,normal
376,578,6,80,53,normal
149,543,17,23,25,normal
67,770,17,23,25,normal
485,149,6,80,80,normal
845,834,6,80,22,normal
464,944,1,68,20,normal
234,966,6,21,53,normal
612,230,6,80,53,normal
999,54,17,68,21,normal
789,375,17,20,80,normal
161,791,1,80,21,normal
932,28,17,22,79,normal
326,363,17,80,23,normal
286,580,6,23,53,normal
130,853,17,80,53,normal
276,274,17,22,80,normal
209,899,6,25,53,normal
924,430,1,80,68,normal
922,346,17,21,53,normal
50,593,17,25,25,normal
959,831,6,20,20,normal
441,309,6,80,20,normal
477,728,6,23,23,normal
503,995,6,53,23,normal
906,675,17,80,68,normal
84,855,17,25,80,normal
175,41,6,53,20,normal
49,784,17,68,25,normal
232,354,1,20,68,normal
875,711,6,23,68,normal
361,124,6,80,25,normal
11,426,6,21,22,normal
328,478,6,22,53,normal
590,596,17,21,53,normal
926,462,6,79,80,normal
921,898,6,68,25,normal
101,783,6,53,20,normal
341,706,17,53,23,normal
722,673,17,80,20,normal
262,574,1,79,21,normal
240,571,6,80,23,normal
709,866,6,22,80,normal
723,846,1,20,53,normal
279,864,89,53,21,normal
140,203,17,21,53,normal
982,492,6,53,53,normal
326,132,17,23,80,normal
698,401,6,53,80,normal
599,382,1,23,22,normal
94,844,6,80,68,normal
368,361,89,22,21,normal
344,173,6,80,25,normal
39,531,6,25,21,normal
573,320,6,53,80,normal
347,691,6,53,80,normal
992,309,17,20,25,normal
467,28,6,21,79,normal
758,935,17,53,80,normal
288,564,17,23,25,normal
536,916,6,22,53,normal
238,955,6,23,80,normal
40,281,1,22,23,normal
44,609,6,21,25,normal
931,198,17,20,25,normal
894,535,17,80,20,normal
295,16,1,21,53,normal
718,495,1,20,21,normal
559,566,1,80,25,normal
632,5,6,79,21,normal
997,551,6,22,80,normal
588,605,6,80,68,normal
304,52,17,68,20,normal
69,606,17,22,53,normal
763,333,17,22,22,normal
991,858,17,23,25,normal
491,774,17,53,23,normal
342,612,17,22,23,normal
228,620,1,21,53,normal
658,801,17,53,53,normal
467,780,17,22,80,normal
630,918,6,80,20,normal
515,105,17,20,20,normal
740,827,6,80,80,normal
356,866,6,20,25,normal
632,515,6,53,53,normal
359,634,1,80,53,normal
219,815,17,20,80,normal
790,303,17,80,20,normal
586,579,6,53,79,normal
200,124,6,80,25,normal
363,26,6,80,21,normal
12,761,6,79,68,normal
12,230,6,25,21,normal
994,505,6,53,22,normal
364,44,6,21,68,normal
520,214,17,53,25,normal
239,918,17,53,21,normal
258,681,17,53,80,normal
570,170,6,80,25,normal
391,881,6,21,53,normal
280,626,17,53,25,normal
810,532,6,53,20,normal
489,255,6,22,22,normal
585,403,17,25,20,normal
176,304,1,79,23,normal
457,873,17,68,22,normal
525,201,1,23,80,normal
895,213,1,53,20,normal
236,544,17,80,21,normal
892,811,17,21,53,normal
412,894,89,21,23,normal
348,683,89,25,22,normal
849,103,6,25,80,normal
963,650,6,53,53,normal
995,203,6,23,53,normal
325,223,6,20,53,normal
828,676,17,25,23,normal
69,621,6,20,80,normal
